net name,weighted error
egg-patch-presample-compare-2021-03-22_FCRN_A_150epochs_Yang-Lab-Dell3_2021-03-24 04-54-28.751753,4.154198211607384
egg-patch-presample-compare-2021-03-22_FCRN_A_150epochs_Yang-Lab-Dell8_2021-03-22 19-27-35.810545,4.2945744507009
egg-patch-presample-compare-2021-03-22_FCRN_A_150epochs_Yang-Lab-Dell4_2021-03-23 21-25-27.034013,3.3505022275348955
egg-patch-presample-compare-2021-03-22_FCRN_A_150epochs_Yang-Lab-Dell3_2021-03-24 08-44-26.898662,3.7427046580073586
egg-patch-presample-compare-2021-03-22_FCRN_A_150epochs_Yang-Lab-Dell8_2021-03-22 17-39-40.311500,3.2254814183602085
egg-patch-presample-compare-2021-03-22_FCRN_A_150epochs_Yang-Lab-Dell4_2021-03-24 05-39-50.445365,4.650709414490625
egg-patch-presample-compare-2021-03-22_FCRN_A_150epochs_Yang-Lab-Dell4_2021-03-24 01-32-18.599658,3.2181884071699622
egg-patch-presample-compare-2021-03-22_FCRN_A_150epochs_Yang-Lab-Dell2_2021-03-24 00-22-53.319710,3.684984991356235
egg-patch-presample-compare-2021-03-22_FCRN_A_150epochs_Yang-Lab-Dell8_2021-03-22 23-02-06.604829,3.6747577921235393
egg-patch-presample-compare-2021-03-22_FCRN_A_150epochs_Yang-Lab-Dell8_2021-03-23 00-49-34.695524,4.417762386786453
egg-patch-presample-compare-2021-03-22_FCRN_A_150epochs_Yang-Lab-Dell2_2021-03-24 07-21-44.458549,3.2394200742742716
egg-patch-presample-compare-2021-03-22_FCRN_A_150epochs_Yang-Lab-Dell8_2021-03-22 21-14-55.526717,4.639429005441049
egg-patch-presample-compare-2021-03-22_FCRN_A_150epochs_Yang-Lab-Dell3_2021-03-24 01-04-22.269723,4.467069760174306
egg-patch-presample-compare-2021-03-22_FCRN_A_150epochs_Yang-Lab-Dell3_2021-03-23 21-15-12.611667,3.8730988303223293
egg-patch-presample-compare-2021-03-22_FCRN_A_150epochs_Yang-Lab-Dell4_2021-03-24 09-47-38.370134,4.365860193966225
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_150epochs_Yang-Lab-Dell8_2021-03-24 21-30-26.036609,3.9637327333333334
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_150epochs_Yang-Lab-Dell8_2021-03-25 05-53-25.533325,3.5477364666666666
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_150epochs_Yang-Lab-Dell8_2021-03-24 15-45-32.538271,5.022551533333333
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_150epochs_NZXT-U_2021-03-25 08-28-25.724183,4.222109533333334
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_150epochs_NZXT-U_2021-03-25 01-09-17.637935,2.9609208666666667
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_150epochs_Yang-Lab-Dell8_2021-03-24 23-54-14.322593,5.688391666666666
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_150epochs_Yang-Lab-Dell8_2021-03-24 22-42-21.070863,3.090314466666667
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_150epochs_NZXT-U_2021-03-24 21-29-45.562872,6.955310666666666
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_150epochs_Yang-Lab-Dell8_2021-03-24 20-18-39.606469,4.097939533333333
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_150epochs_Yang-Lab-Dell8_2021-03-25 01-06-02.796839,3.4693778
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_150epochs_Yang-Lab-Dell8_2021-03-24 16-57-22.076388,4.2133326
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_150epochs_Yang-Lab-Dell8_2021-03-24 19-06-40.548757,3.0400787333333334
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_150epochs_Yang-Lab-Dell8_2021-03-24 14-33-43.879198,3.1806536
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_150epochs_Yang-Lab-Dell8_2021-03-25 04-41-34.482199,2.8926303333333334
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_150epochs_Yang-Lab-Dell8_2021-03-25 03-29-52.260122,5.332348866666667
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_150epochs_NZXT-U_2021-03-25 04-48-50.979034,3.8919938
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_150epochs_Yang-Lab-Dell8_2021-03-25 02-17-56.608612,5.298843866666667
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_150epochs_NZXT-U_2021-03-24 17-44-57.100641,4.170076333333333
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_3000epochs_Yang-Lab-Dell3_2021-03-24 19-36-42.063780,3.2318612
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_3000epochs_Yang-Lab-Dell3_2021-03-24 23-26-24.336169,4.6103628
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_3000epochs_Yang-Lab-Dell3_2021-03-25 07-04-16.153040,3.7485996666666663
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_3000epochs_Yang-Lab-Dell2_2021-03-25 04-16-53.442467,2.8709005333333333
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_3000epochs_Yang-Lab-Dell3_2021-03-25 03-15-42.508892,8.095293999999999
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_3000epochs_Yang-Lab-Dell5_2021-03-25 00-58-55.860431,3.5973573333333335
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_3000epochs_Yang-Lab-Dell4_2021-03-24 16-01-57.057121,4.651415133333333
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_3000epochs_Yang-Lab-Dell4_2021-03-25 00-16-38.601292,5.490881266666666
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_3000epochs_Yang-Lab-Dell5_2021-03-25 07-57-43.102185,4.821042466666667
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_3000epochs_Yang-Lab-Dell4_2021-03-25 08-30-57.752653,3.9007947333333335
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_3000epochs_Yang-Lab-Dell3_2021-03-24 15-47-14.774062,4.247331666666666
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_3000epochs_Yang-Lab-Dell4_2021-03-25 04-23-45.623343,2.6791816
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_3000epochs_Yang-Lab-Dell2_2021-03-24 20-06-22.647374,3.071882866666667
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_3000epochs_Yang-Lab-Dell4_2021-03-24 20-09-15.484048,3.5665058666666667
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_150epochs_Yang-Lab-Dell5_2021-03-26 05-48-06.101038,5.4268942
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_150epochs_Yang-Lab-Dell8_2021-03-25 19-41-18.738740,5.075364
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_150epochs_Yang-Lab-Dell2_2021-03-26 00-33-10.069637,5.520171133333333
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_150epochs_Yang-Lab-Dell8_2021-03-26 04-13-19.033693,3.1369769333333335
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_150epochs_Yang-Lab-Dell3_2021-03-26 00-11-37.553068,4.9115547333333325
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_150epochs_Yang-Lab-Dell4_2021-03-26 07-45-31.225091,3.6025339333333335
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_150epochs_Yang-Lab-Dell3_2021-03-25 20-50-03.704835,2.984824
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_150epochs_Yang-Lab-Dell8_2021-03-26 05-26-33.314685,2.883610533333333
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_150epochs_Yang-Lab-Dell8_2021-03-25 22-07-39.359218,4.009087266666667
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_150epochs_NZXT-U_2021-03-26 08-13-29.159701,4.8737114
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_150epochs_Yang-Lab-Dell5_2021-03-25 23-53-50.545425,3.3239757999999995
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_150epochs_Yang-Lab-Dell2_2021-03-26 07-44-03.687996,4.7752702
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_150epochs_Yang-Lab-Dell8_2021-03-25 23-20-41.732766,5.480709
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_150epochs_Yang-Lab-Dell3_2021-03-26 03-33-03.221760,4.315248933333333
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_150epochs_NZXT-U_2021-03-26 00-48-10.172909,3.801953466666667
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_150epochs_Yang-Lab-Dell8_2021-03-25 20-54-25.962493,3.7388482666666665
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_150epochs_Yang-Lab-Dell3_2021-03-26 06-55-12.281860,3.7763990666666665
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_150epochs_Yang-Lab-Dell8_2021-03-25 18-28-14.066972,3.2308856
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_150epochs_Yang-Lab-Dell8_2021-03-26 01-46-56.072662,3.0520967999999997
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_150epochs_Yang-Lab-Dell4_2021-03-25 20-59-41.673416,4.207346599999999
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_150epochs_Yang-Lab-Dell4_2021-03-26 00-35-00.874862,4.603468
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_150epochs_NZXT-U_2021-03-26 04-30-59.254012,3.3495057333333333
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_150epochs_NZXT-U_2021-03-25 21-03-03.903140,2.9120291333333332
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_150epochs_Yang-Lab-Dell4_2021-03-26 04-10-17.364260,2.5953269333333333
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_150epochs_Yang-Lab-Dell8_2021-03-26 00-33-48.476396,3.8186199333333333
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_150epochs_Yang-Lab-Dell8_2021-03-26 03-00-01.244407,3.6202997999999997
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_150epochs_Yang-Lab-Dell8_2021-03-29 15-25-22.337074,3.278538666666667
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_150epochs_NZXT-U_2021-03-29 22-02-46.244433,4.154364133333333
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_150epochs_NZXT-U_2021-03-30 09-06-39.791705,3.6722148
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_150epochs_Yang-Lab-Dell8_2021-03-29 20-15-45.780985,3.8631596000000004
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_150epochs_NZXT-U_2021-03-29 14-20-15.026308,3.4215576666666667
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_150epochs_Yang-Lab-Dell2_2021-03-30 08-18-06.431356,3.7283213999999996
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_150epochs_NZXT-U_2021-03-30 01-44-02.651037,3.185299933333334
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_150epochs_Yang-Lab-Dell4_2021-03-30 04-34-10.832521,5.0725454
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_150epochs_Yang-Lab-Dell8_2021-03-29 13-00-06.981523,3.3066196000000003
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_150epochs_Yang-Lab-Dell4_2021-03-29 17-48-42.926722,2.5371192000000002
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_150epochs_Yang-Lab-Dell8_2021-03-29 11-47-16.522725,3.0913697333333334
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_150epochs_Yang-Lab-Dell3_2021-03-29 14-04-18.175567,2.595339933333334
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_150epochs_NZXT-U_2021-03-29 18-04-02.263702,3.8417846666666664
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_150epochs_Yang-Lab-Dell4_2021-03-30 00-58-55.908720,3.0345316666666666
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_150epochs_Yang-Lab-Dell3_2021-03-30 06-50-00.440521,3.2303061999999994
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_150epochs_Yang-Lab-Dell4_2021-03-29 14-13-41.344443,3.53153
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_150epochs_Yang-Lab-Dell8_2021-03-29 22-40-51.742295,3.968609666666667
