net name,weighted error
egg-fullsize-pt-presample-compare-2021-03-23_retrain_14__FCRN_A_Yang-Lab-Dell4_2021-04-13 17-00-57.243972_150epochs,3.263588139
egg-fullsize-pt-presample-compare-2021-03-23_retrain_25__FCRN_A_Yang-Lab-Dell3_2021-04-13 20-09-54.279315_150epochs,4.139818695
egg-fullsize-pt-presample-compare-2021-03-23_retrain_18__FCRN_A_Yang-Lab-Dell8_2021-04-14 02-00-58.125259_150epochs,2.951728047
egg-fullsize-pt-presample-compare-2021-03-23_retrain_13__FCRN_A_Yang-Lab-Dell3_2021-04-14 02-32-27.538211_150epochs,2.69795644
egg-fullsize-pt-presample-compare-2021-03-23_retrain_10__FCRN_A_Yang-Lab-Dell3_2021-04-13 16-57-20.775371_150epochs,3.242720017
egg-fullsize-pt-presample-compare-2021-03-23_retrain_5__FCRN_A_Yang-Lab-Dell3_2021-04-13 13-45-19.448657_150epochs,3.634798346
egg-fullsize-pt-presample-compare-2021-03-23_retrain_15__FCRN_A_Yang-Lab-Dell8_2021-04-14 01-01-01.307204_150epochs,2.840494121
egg-fullsize-pt-presample-compare-2021-03-23_retrain_0__FCRN_A_NZXT-U_2021-04-14 03-53-58.305586_150epochs,3.785094255
egg-fullsize-pt-presample-compare-2021-03-23_retrain_23__FCRN_A_Yang-Lab-Dell4_2021-04-13 13-40-53.479807_150epochs,3.512796324
egg-fullsize-pt-presample-compare-2021-03-23_retrain_9__FCRN_A_Yang-Lab-Dell8_2021-04-13 21-02-39.292078_150epochs,3.386359593
egg-fullsize-pt-presample-compare-2021-03-23_retrain_17__FCRN_A_Yang-Lab-Dell4_2021-04-13 20-20-51.178007_150epochs,2.957261042
egg-fullsize-pt-presample-compare-2021-03-23_retrain_11__FCRN_A_NZXT-U_2021-04-13 17-15-07.446852_150epochs,2.999674777
egg-fullsize-pt-presample-compare-2021-03-23_retrain_4__FCRN_A_Yang-Lab-Dell3_2021-04-13 23-21-18.548291_150epochs,3.285495094
egg-fullsize-pt-presample-compare-2021-03-23_retrain_2__FCRN_A_Yang-Lab-Dell8_2021-04-14 04-00-50.542338_150epochs,4.260590139
egg-fullsize-pt-presample-compare-2021-03-23_retrain_22__FCRN_A_Yang-Lab-Dell8_2021-04-14 03-00-48.051518_150epochs,3.755809522
egg-fullsize-pt-presample-compare-2021-03-23_retrain_8__FCRN_A_Yang-Lab-Dell8_2021-04-13 18-02-33.506019_150epochs,4.304478035
egg-fullsize-pt-presample-compare-2021-03-23_retrain_21__FCRN_A_Yang-Lab-Dell8_2021-04-13 23-01-45.494453_150epochs,5.246047661
egg-fullsize-pt-presample-compare-2021-03-23_retrain_1__FCRN_A_Yang-Lab-Dell4_2021-04-13 23-40-56.101702_150epochs,3.434830878
egg-fullsize-pt-presample-compare-2021-03-23_retrain_19__FCRN_A_Yang-Lab-Dell8_2021-04-13 19-02-49.799552_150epochs,3.102805762
egg-fullsize-pt-presample-compare-2021-03-23_retrain_3__FCRN_A_NZXT-U_2021-04-14 00-19-19.587092_150epochs,3.04350013
egg-fullsize-pt-presample-compare-2021-03-23_retrain_6__FCRN_A_Yang-Lab-Dell8_2021-04-13 22-02-07.731494_150epochs,3.687526377
egg-fullsize-pt-presample-compare-2021-03-23_retrain_20__FCRN_A_Yang-Lab-Dell4_2021-04-14 03-01-06.133066_150epochs,3.379786185
egg-fullsize-pt-presample-compare-2021-03-23_retrain_24__FCRN_A_NZXT-U_2021-04-13 13-37-44.571446_150epochs,2.878416179
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_Yang-Lab-Dell3_2021-04-21 01-26-48.368902_300epochs,3.297835138
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_NZXT-U_2021-04-20 12-30-52.177403_300epochs,3.252545952
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_Yang-Lab-Dell8_2021-04-20 16-08-38.445462_300epochs,3.572224172
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_Yang-Lab-Dell3_2021-04-20 12-47-09.481883_300epochs,3.623329377
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_Yang-Lab-Dell8_2021-04-20 18-02-50.911089_300epochs,2.739214207
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_Yang-Lab-Dell4_2021-04-20 12-38-38.029039_300epochs,2.87641103
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_Yang-Lab-Dell8_2021-04-20 19-57-02.074742_300epochs,3.984106165
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_Yang-Lab-Dell4_2021-04-20 19-18-37.568206_300epochs,4.08241585
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_Yang-Lab-Dell8_2021-04-20 23-45-51.616408_300epochs,2.551754931
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_Yang-Lab-Dell3_2021-04-20 19-09-05.660950_300epochs,4.554079267
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_Yang-Lab-Dell4_2021-04-21 01-58-14.773867_300epochs,2.854591012
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_Yang-Lab-Dell8_2021-04-20 12-20-07.084843_300epochs,5.255466091
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_Yang-Lab-Dell8_2021-04-21 01-40-15.701021_300epochs,3.2182496
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_Yang-Lab-Dell8_2021-04-20 14-14-28.967299_300epochs,6.096637452
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_Yang-Lab-Dell8_2021-04-21 03-34-42.120198_300epochs,4.214071395
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_Yang-Lab-Dell8_2021-04-20 21-51-19.286742_300epochs,3.439564319
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_NZXT-U_2021-04-20 19-47-58.498557_300epochs,2.908297918
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_Yang-Lab-Dell8_2021-04-27 14-18-57.463968_300epochs,2.64541213
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_Yang-Lab-Dell8_2021-04-27 21-56-56.633880_300epochs,4.116700835
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_Yang-Lab-Dell8_2021-04-27 10-29-12.071889_300epochs,3.507389914
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_Yang-Lab-Dell8_2021-04-28 07-29-00.403909_300epochs,3.046974997
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_Yang-Lab-Dell8_2021-04-28 05-34-40.378517_300epochs,2.811322562
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_Yang-Lab-Dell8_2021-04-27 20-02-24.907127_300epochs,3.482745766
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_NZXT-U_2021-04-27 17-34-42.127887_300epochs,3.410769476
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_Yang-Lab-Dell8_2021-04-27 23-51-23.331063_300epochs,3.212532453
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_Yang-Lab-Dell8_2021-04-27 16-13-33.935582_300epochs,3.587569281
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_Yang-Lab-Dell8_2021-04-27 18-08-01.341931_300epochs,3.23542554
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_Yang-Lab-Dell8_2021-04-28 03-40-08.233151_300epochs,3.438597789
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_Yang-Lab-Dell8_2021-04-28 01-45-50.285034_300epochs,3.582662262
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_NZXT-U_2021-04-28 00-37-01.656729_300epochs,3.150054003
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_Yang-Lab-Dell8_2021-04-29 19-42-41.821728_300epochs,3.706398799
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_Yang-Lab-Dell8_2021-04-30 02-27-15.699965_300epochs,4.300992368
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_Yang-Lab-Dell4_2021-04-29 13-08-14.021792_300epochs,4.712929867
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_Yang-Lab-Dell3_2021-04-29 13-12-31.691942_300epochs,4.526245591
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_Yang-Lab-Dell8_2021-04-29 12-58-37.538646_300epochs,3.732986905
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_Yang-Lab-Dell2_2021-04-29 13-06-07.996193_300epochs,3.165877631
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_Yang-Lab-Dell4_2021-05-02 07-27-35.851945_300epochs,3.040472886
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_Yang-Lab-Dell8_2021-05-01 14-08-15.597701_300epochs,4.528537548
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_NZXT-U_2021-04-30 17-59-24.738864_300epochs,3.763466873
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_Yang-Lab-Dell4_2021-05-01 18-59-01.959118_300epochs,3.35399152
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_NZXT-U_2021-05-01 17-45-17.562582_300epochs,3.683173208
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_Yang-Lab-Dell3_2021-05-01 18-41-36.478880_300epochs,4.820943174
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_Yang-Lab-Dell8_2021-05-01 07-24-14.154471_300epochs,3.375994306
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_Yang-Lab-Dell8_2021-05-01 20-51-16.689872_300epochs,3.759878429
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_Yang-Lab-Dell8_2021-05-02 23-45-44.712869_300epochs,3.862575125
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_Yang-Lab-Dell8_2021-05-02 17-02-15.575267_300epochs,4.63657593
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_Yang-Lab-Dell3_2021-04-30 18-01-54.043537_300epochs,3.146422386
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_Yang-Lab-Dell8_2021-04-30 17-55-07.566877_300epochs,3.540114263
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_Yang-Lab-Dell3_2021-05-01 06-21-18.679017_300epochs,3.617194452
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_Yang-Lab-Dell3_2021-05-02 07-01-24.488179_300epochs,7.20055333
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_NZXT-U_2021-05-01 05-52-58.105076_300epochs,3.994416455
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_NZXT-U_2021-05-02 17-32-42.301259_300epochs,6.428009818
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_Yang-Lab-Dell4_2021-05-01 06-28-19.056697_300epochs,5.392061386
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_NZXT-U_2021-05-02 05-38-51.339255_300epochs,4.134255273
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_Yang-Lab-Dell8_2021-05-02 10-18-11.803718_300epochs,3.811852067
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_Yang-Lab-Dell4_2021-04-30 17-57-38.067329_300epochs,3.297764627
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_Yang-Lab-Dell8_2021-05-02 03-35-19.456452_300epochs,4.13597293
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_Yang-Lab-Dell2_2021-04-30 17-56-19.895130_300epochs,3.085450368
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_Yang-Lab-Dell8_2021-05-01 00-40-13.415408_300epochs,2.776660946
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_Yang-Lab-Dell4_2021-05-02 19-55-10.178883_300epochs,3.602004895
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_Yang-Lab-Dell8_2021-05-04 18-35-47.150979_300epochs,3.151286967
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_Yang-Lab-Dell8_2021-05-04 20-56-15.175326_300epochs,3.887166024
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_Yang-Lab-Dell8_2021-05-04 16-16-45.620660_300epochs,2.873815304
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_Yang-Lab-Dell8_2021-05-05 03-54-26.557004_300epochs,3.723868141
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_Yang-Lab-Dell8_2021-05-05 06-13-51.641788_300epochs,3.193008872
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_Yang-Lab-Dell4_2021-05-04 23-16-32.742111_300epochs,3.104668454
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_Yang-Lab-Dell8_2021-05-04 23-15-16.984332_300epochs,2.671240224
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_Yang-Lab-Dell2_2021-05-04 16-27-37.518301_300epochs,3.529046228
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_Yang-Lab-Dell8_2021-05-05 01-35-05.643489_300epochs,2.837791536
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_Yang-Lab-Dell3_2021-05-04 23-05-46.129713_300epochs,2.694300459
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_Yang-Lab-Dell4_2021-05-04 16-29-00.694684_300epochs,2.810076561
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_Yang-Lab-Dell3_2021-05-04 16-33-10.680098_300epochs,2.695557003
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_Yang-Lab-Dell8_2021-05-05 18-05-05.726338_300epochs,4.002232269
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_Yang-Lab-Dell8_2021-05-05 22-45-02.759633_300epochs,4.507836465
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_Yang-Lab-Dell8_2021-05-05 13-24-47.934784_300epochs,2.655025291
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_Yang-Lab-Dell3_2021-05-05 20-07-58.834495_300epochs,2.820377965
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_Yang-Lab-Dell4_2021-05-05 13-31-13.231476_300epochs,3.922408628
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_Yang-Lab-Dell8_2021-05-05 20-24-42.112311_300epochs,2.871189364
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_NZXT-U_2021-05-05 13-28-04.593579_300epochs,3.926840732
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_Yang-Lab-Dell8_2021-05-06 05-45-47.752921_300epochs,2.594508658
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_Yang-Lab-Dell3_2021-05-06 02-39-38.239370_300epochs,3.232502604
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_Yang-Lab-Dell8_2021-05-05 15-44-41.159288_300epochs,3.159417305
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_Yang-Lab-Dell8_2021-05-06 03-25-33.220088_300epochs,3.234322974
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_Yang-Lab-Dell8_2021-05-06 01-05-59.460457_300epochs,2.523459841
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_Yang-Lab-Dell3_2021-05-05 13-35-17.605824_300epochs,2.646023112
egg-fullsize-pt-presample-compare-2021-03-23_FCRN_A_Yang-Lab-Dell2_2021-05-05 13-29-44.843957_300epochs,2.967531098
